Title,Cast and crew,Genre,Vote_Average,Vote_Count,Combined_Features
veerey ki wedding,pulkit samrat jimmy sheirgill kriti kharbanda satish kaushik supriya karnik yuvika chaudhry payal rajput rajesh bakshi abhishek duhan sumeet samnani micky makhija chandan bakshi nishi singh vidyadhar karmakar,comedy,4.4,5.0,pulkit samrat jimmy sheirgill kriti kharbanda satish kaushik supriya karnik yuvika chaudhry payal rajput rajesh bakshi abhishek duhan sumeet samnani micky makhija chandan bakshi nishi singh vidyadhar karmakar comedy
sonu ke titu ki sweety,kartik aaryan nushrat bharucha sunny singh nijjar alok nath madhumalti kapoor ishita raj pawan chopra ayesha raza deepika amin rajesh jais virendra saxena,romance comedy,6.525,100.0,kartik aaryan nushrat bharucha sunny singh nijjar alok nath madhumalti kapoor ishita raj pawan chopra ayesha raza deepika amin rajesh jais virendra saxena romance comedy
hate story 4,lee byford urvashi rautela gulshan grover vaunisha kapoor lee nicholas harris ty hurley komal chhabria shaad randhawa atul sharma manoj anand daniel eghan tia bajpai vivan bhatena swaylee loughnane,thriller crime drama,5.643,14.0,lee byford urvashi rautela gulshan grover vaunisha kapoor lee nicholas harris ty hurley komal chhabria shaad randhawa atul sharma manoj anand daniel eghan tia bajpai vivan bhatena swaylee loughnane thriller crime drama
dil juunglee,taapsee pannu saqib saleem nidhi singh srishti shrivastava ayesha kaduskar abhilash thapliyal santosh barmola,comedy romance,7.0,5.0,taapsee pannu saqib saleem nidhi singh srishti shrivastava ayesha kaduskar abhilash thapliyal santosh barmola comedy romance
3 storeys,aisha ahmed tarun anand richa chadha gopal das mallhar goenka sharman joshi saunskruti kher omkar kulkarni masumeh makhija himanshu malik himmat mav ankit rathi pulkit samrat renuka shahane,drama,7.0,4.0,aisha ahmed tarun anand richa chadha gopal das mallhar goenka sharman joshi saunskruti kher omkar kulkarni masumeh makhija himanshu malik himmat mav ankit rathi pulkit samrat renuka shahane drama
raid,ajay devgn saurabh shukla ileana d cruz amit sial,crime drama thriller action,7.226,95.0,ajay devgn saurabh shukla ileana d cruz amit sial crime drama thriller action
hichki,rani mukerji sachin neeraj kabi rohit saraf jannat zubair rahmani harsh mayar vikram gokhale leena acharya supriya pilgaonkar ivan rodrigues shivkumar subramaniam asif basra hussain dalal riya shukla,drama comedy,7.6,126.0,rani mukerji sachin neeraj kabi rohit saraf jannat zubair rahmani harsh mayar vikram gokhale leena acharya supriya pilgaonkar ivan rodrigues shivkumar subramaniam asif basra hussain dalal riya shukla drama comedy
missing,manoj bajpayee tabu annu kapoor rajesh jais naveen kaushik kali prasad mukherjee priyanka setia jaswinder gardner shruti chandana ashu sharma v m badola sudeep sarangi,thriller mystery drama,7.5,924.0,manoj bajpayee tabu annu kapoor rajesh jais naveen kaushik kali prasad mukherjee priyanka setia jaswinder gardner shruti chandana ashu sharma v m badola sudeep sarangi thriller mystery drama
baaghi 2,tiger shroff disha patani manoj bajpayee randeep hooda deepak dobriyal prateik darshan kumaar,action crime adventure mystery thriller,6.067,67.0,tiger shroff disha patani manoj bajpayee randeep hooda deepak dobriyal prateik darshan kumaar action crime adventure mystery thriller
october,varun dhawan banita sandhu gitanjali rao sahil vedoliyaa isha chaturvedi prateek kapoor iteeva pandey karamveer kanwar ashish ghosh rachica oswal,drama romance,6.837,89.0,varun dhawan banita sandhu gitanjali rao sahil vedoliyaa isha chaturvedi prateek kapoor iteeva pandey karamveer kanwar ashish ghosh rachica oswal drama romance
mercury,prabhu deva gajaraj ramya nambeeshan indhuja ravichandran,drama,0.0,0.0,prabhu deva gajaraj ramya nambeeshan indhuja ravichandran drama
beyond the clouds,ishaan khattar malavika mohanan goutam ghose sharada tannishtha chatterjee shashank shende hema singh akash gopal dhwani rajesh amruta santosh thakur shivam pujari,drama romance,6.2,117.0,ishaan khattar malavika mohanan goutam ghose sharada tannishtha chatterjee shashank shende hema singh akash gopal dhwani rajesh amruta santosh thakur shivam pujari drama romance
nanu ki jaanu,abhay deol patralekhaa paul rajesh sharma himani shivpuri manu rishi chadha brijendra kala shefali rana sapna choudhary shreya narayan manoj pahwa gurmeet singh mahendra shrivas reshma khan spandan chaturvedi,comedy horror,5.6,8.0,abhay deol patralekhaa paul rajesh sharma himani shivpuri manu rishi chadha brijendra kala shefali rana sapna choudhary shreya narayan manoj pahwa gurmeet singh mahendra shrivas reshma khan spandan chaturvedi comedy horror
daas dev,yogesh raj mishra,thriller drama,3.0,2.0,yogesh raj mishra thriller drama
omerta,rajkummar rao rajesh tailang satwant kaur,action drama,7.2,16.0,rajkummar rao rajesh tailang satwant kaur action drama
raazi,alia bhatt vicky kaushal rajit kapoor shishir sharma ashwath bhatt jaideep ahlawat arif zakaria amruta khanvilkar kanwaljit singh aman vasishth veer samra saloni deepak saini sima pari,thriller action drama history,7.142,158.0,alia bhatt vicky kaushal rajit kapoor shishir sharma ashwath bhatt jaideep ahlawat arif zakaria amruta khanvilkar kanwaljit singh aman vasishth veer samra saloni deepak saini sima pari thriller action drama history
hope aur hum,naseeruddin shah kabir sajid virti vaghani sonali kulkarni aamir bashir naveen kasturia beena banerjee neha chauhan tina sood pawan mahendru purushotam mulani deepak kripalani abhishek g dixit santosh patil,comedy drama,6.2,3.0,naseeruddin shah kabir sajid virti vaghani sonali kulkarni aamir bashir naveen kasturia beena banerjee neha chauhan tina sood pawan mahendru purushotam mulani deepak kripalani abhishek g dixit santosh patil comedy drama
high jack,sumeet vyas mantra mugdh sonnalli seygall,comedy,7.7,3.0,sumeet vyas mantra mugdh sonnalli seygall comedy
khajoor pe atke,vinay pathak suneeta sengupta alka amin manoj pahwa,comedy,0.0,0.0,vinay pathak suneeta sengupta alka amin manoj pahwa comedy
parmanu: the story of pokhran,john abraham boman irani diana penty anuja sathe vikas kumar yogendra tiku aditya hitkari ajay shankar darshan pandya mark bennington,drama action history,6.985,98.0,john abraham boman irani diana penty anuja sathe vikas kumar yogendra tiku aditya hitkari ajay shankar darshan pandya mark bennington drama action history
bioscopewala,danny denzongpa geetanjali thapa adil hussain tisca chopra brijendra kala ekavali khanna maya sarao miraya suri prisha dabbas sahra khan sahibi simon frenay shashi bhushan subroto sarkar sumit sarkar,drama,0.0,0.0,danny denzongpa geetanjali thapa adil hussain tisca chopra brijendra kala ekavali khanna maya sarao miraya suri prisha dabbas sahra khan sahibi simon frenay shashi bhushan subroto sarkar sumit sarkar drama
bhavesh joshi superhero,harshvardhan kapoor priyanshu painyuli ashish verma shreiyah sabharwal pratap phad chinmay mandlekar nishikant kamat ram kishan dhakad hrishikesh joshi,action drama,7.4,39.0,harshvardhan kapoor priyanshu painyuli ashish verma shreiyah sabharwal pratap phad chinmay mandlekar nishikant kamat ram kishan dhakad hrishikesh joshi action drama
phamous,jimmy sheirgill shriya saran kay kay menon pankaj tripathi jackie shroff mahie gill brijendra kala achyut potdar deep raj rana jameel khan samvedna suwalka karan patel padmavati rao satyadeep misra,crime drama romance,6.0,3.0,jimmy sheirgill shriya saran kay kay menon pankaj tripathi jackie shroff mahie gill brijendra kala achyut potdar deep raj rana jameel khan samvedna suwalka karan patel padmavati rao satyadeep misra crime drama romance
race 3,anil kapoor salman khan bobby deol jacqueline fernandez daisy shah saqib saleem freddy daruwala,thriller action crime adventure,4.008,63.0,anil kapoor salman khan bobby deol jacqueline fernandez daisy shah saqib saleem freddy daruwala thriller action crime adventure
dhadak,ishaan khattar janhvi kapoor ashutosh rana aditya kumar kharaj mukherjee ankit bisht shalini kapoor aishwarya narkar usha shree sartaj ansari hempushpak arora aishwarya avinash vishwanath chatterjee alok ranjan chaudhary,drama family romance,6.769,134.0,ishaan khattar janhvi kapoor ashutosh rana aditya kumar kharaj mukherjee ankit bisht shalini kapoor aishwarya narkar usha shree sartaj ansari hempushpak arora aishwarya avinash vishwanath chatterjee alok ranjan chaudhary drama family romance
sanju,ranbir kapoor paresh rawal manisha koirala vicky kaushal dia mirza anushka sharma sonam kapoor jim sarbh karishma tanna boman irani ashnoor kaur siya tabu sayaji shinde,drama action comedy,7.948,582.0,ranbir kapoor paresh rawal manisha koirala vicky kaushal dia mirza anushka sharma sonam kapoor jim sarbh karishma tanna boman irani ashnoor kaur siya tabu sayaji shinde drama action comedy
saheb biwi aur gangster 3,sanjay dutt jimmy sheirgill mahie gill chitrangda singh kabir bedi deepak tijori pamela singh bhutoria soha ali khan nafisa ali deep raj rana zakir hussain manas thakkar rishina kandhari kanika dang,action drama thriller,6.2,4.0,sanjay dutt jimmy sheirgill mahie gill chitrangda singh kabir bedi deepak tijori pamela singh bhutoria soha ali khan nafisa ali deep raj rana zakir hussain manas thakkar rishina kandhari kanika dang action drama thriller
nawabzaade,dharmesh yelande punit pathak raghav juyal isha rikhi,comedy romance,4.6,5.0,dharmesh yelande punit pathak raghav juyal isha rikhi comedy romance
mulk,taapsee pannu rishi kapoor prateik ashutosh rana neena gupta ashrut jain simran nisha,,0.0,0.0,taapsee pannu rishi kapoor prateik ashutosh rana neena gupta ashrut jain simran nisha 
brij mohan amar rahe,arjun mathur nidhi singh sheetal thakur manav vij aanchal chauhan sunny hinduja vijayant kohli yogendra tiku lokesh mittal jitendra gupta,comedy drama,5.0,12.0,arjun mathur nidhi singh sheetal thakur manav vij aanchal chauhan sunny hinduja vijayant kohli yogendra tiku lokesh mittal jitendra gupta comedy drama
karwaan,irrfan khan dulquer salmaan mithila palkar amala akkineni akash khurana kriti kharbanda donna munshi abir abrar beena banerjee siddharth menon adrika shetty sameer saxena kallirroi tziafeta richard john lovatt,adventure comedy,7.247,81.0,irrfan khan dulquer salmaan mithila palkar amala akkineni akash khurana kriti kharbanda donna munshi abir abrar beena banerjee siddharth menon adrika shetty sameer saxena kallirroi tziafeta richard john lovatt adventure comedy
gold,akshay kumar mouni roy kunal kapoor amit sadh viineet kumar sunny kaushal nikita dutta andrew havill manjit singh christopher james burton kumud pant varun raj sam succoi bhawsheel sahni,adventure drama thriller,6.621,1579.0,akshay kumar mouni roy kunal kapoor amit sadh viineet kumar sunny kaushal nikita dutta andrew havill manjit singh christopher james burton kumud pant varun raj sam succoi bhawsheel sahni adventure drama thriller
satyameva jayate,john abraham manoj bajpayee aisha sharma amruta khanvilkar manish chaudhary myrah dandekar devdutta nage nora fatehi,action thriller,6.569,51.0,john abraham manoj bajpayee aisha sharma amruta khanvilkar manish chaudhary myrah dandekar devdutta nage nora fatehi action thriller
happy phirr bhag jayegi,sonakshi sinha diana penty jimmy sheirgill ali fazal piyush mishra jassie gill denzil smith jason tham bijou thaangjam jeeveshu ahluwalia gaurav dixit ashu sharma,drama romance comedy,6.8,8.0,sonakshi sinha diana penty jimmy sheirgill ali fazal piyush mishra jassie gill denzil smith jason tham bijou thaangjam jeeveshu ahluwalia gaurav dixit ashu sharma drama romance comedy
genius,utkarsh sharma ishita chauhan mithun chakraborty ayesha jhulka nawazuddin siddiqui,history drama,6.482,654.0,utkarsh sharma ishita chauhan mithun chakraborty ayesha jhulka nawazuddin siddiqui history drama
yamla pagla deewana: phir se,dharmendra sunny deol bobby deol kriti kharbanda asrani satish kaushik binnu dhillon,comedy drama,3.889,9.0,dharmendra sunny deol bobby deol kriti kharbanda asrani satish kaushik binnu dhillon comedy drama
stree,rajkummar rao shraddha kapoor pankaj tripathi aparshakti khurana abhishek banerjee ram kishan dhakad atul srivastava vijay raaz aakash dabhade nora fatehi kriti sanon flora saini,,5.0,1.0,rajkummar rao shraddha kapoor pankaj tripathi aparshakti khurana abhishek banerjee ram kishan dhakad atul srivastava vijay raaz aakash dabhade nora fatehi kriti sanon flora saini 
paltan,jackie shroff arjun rampal sonu sood gurmeet choudhary abdul quadir amin siddhant kapoor harshvardhan rane luv sinha abhilash chaudhary esha gupta bijou thaangjam sonal chauhan monica gill dipika kakar,war drama action,6.0,11.0,jackie shroff arjun rampal sonu sood gurmeet choudhary abdul quadir amin siddhant kapoor harshvardhan rane luv sinha abhilash chaudhary esha gupta bijou thaangjam sonal chauhan monica gill dipika kakar war drama action
laila majnu,avinash tiwary tripti dimri sumit kaul abrar qazi sahiba bali mir sarwar benjamin gilani parmeet sethi farhana bhat shagufta ali sujata sehgal vasundhara kaul zameer ashai shahid gulfam,drama history,0.0,0.0,avinash tiwary tripti dimri sumit kaul abrar qazi sahiba bali mir sarwar benjamin gilani parmeet sethi farhana bhat shagufta ali sujata sehgal vasundhara kaul zameer ashai shahid gulfam drama history
gali guleiyan,manoj bajpayee ranvir shorey neeraj kabi shahana goswami om singh arbaaz khan shruti sharma ashwath bhatt robin das durga sharma shrivastva,thriller drama,6.8,5.0,manoj bajpayee ranvir shorey neeraj kabi shahana goswami om singh arbaaz khan shruti sharma ashwath bhatt robin das durga sharma shrivastva thriller drama
halkaa,paoli dam vipin katyal ranvir shorey tathastu,drama,5.6,7.0,paoli dam vipin katyal ranvir shorey tathastu drama
pataakha,sanya malhotra radhika madan sunil grover vijay raaz namit das abhishek duhan saanand verma usha nagar dev rajora,action comedy drama,6.9,19.0,sanya malhotra radhika madan sunil grover vijay raaz namit das abhishek duhan saanand verma usha nagar dev rajora action comedy drama
batti gul meter chalu,shahid kapoor shraddha kapoor divyendu sharma yami gautam sushmita mukherjee samir soni ashrut jain,comedy drama,5.979,24.0,shahid kapoor shraddha kapoor divyendu sharma yami gautam sushmita mukherjee samir soni ashrut jain comedy drama
love sonia,abhishek bharate riya sisodiya mrunal thakur adil hussain kiran khoje saroj sharma bhavik jain sonali jain rahul goyal sai tamhankar d p singh anupam kher nikita aggarwal ankur vikal,drama,7.545,22.0,abhishek bharate riya sisodiya mrunal thakur adil hussain kiran khoje saroj sharma bhavik jain sonali jain rahul goyal sai tamhankar d p singh anupam kher nikita aggarwal ankur vikal drama
manto,nawazuddin siddiqui rasika dugal tahir raj bhasin nazma ali shaikh ashwini giri neeraj sood purab kohli swanand kirkire chittaranjan tripathy vihaan das maskara nishith dadhich sunil kamath priyanka misal suhas joshi,drama history,7.4,44.0,nawazuddin siddiqui rasika dugal tahir raj bhasin nazma ali shaikh ashwini giri neeraj sood purab kohli swanand kirkire chittaranjan tripathy vihaan das maskara nishith dadhich sunil kamath priyanka misal suhas joshi drama history
ishqeria,manish anand raj babbar richa chadha juby devasia lata gandi gurbani bikramjeet kanerwal mustaq khan ehsaas madan neil nitin mukesh rajni nayyar sanaya pithawalla mrudula sathe mrinalini sharma,comedy romance,5.3,3.0,manish anand raj babbar richa chadha juby devasia lata gandi gurbani bikramjeet kanerwal mustaq khan ehsaas madan neil nitin mukesh rajni nayyar sanaya pithawalla mrudula sathe mrinalini sharma comedy romance
manmarziyaan,taapsee pannu abhishek bachchan vicky kaushal jasmin bajwa ashnoor kaur swairaj sandhu neelu kohli poonam shah priyanka shah sukhmani sadana saurabh sachdeva arshpreet singh,romance drama,7.0,57.0,taapsee pannu abhishek bachchan vicky kaushal jasmin bajwa ashnoor kaur swairaj sandhu neelu kohli poonam shah priyanka shah sukhmani sadana saurabh sachdeva arshpreet singh romance drama
