Title,Vote_Average,Vote_Count,Weighted_Average
aurangzeb,6.3,21.0,5.721307958477508
ishkq in paris,5.6,7.0,4.908702422145328
zindagi 50-50,3.0,5.0,3.881374196737519
yeh jawaani hai deewani,7.224,250.0,7.124861925692376
fukrey,6.5,49.0,6.169642047488367
chhota bheem and the throne of bali,0.0,0.0,4.371026528258363
raanjhanaa,6.569,137.0,6.433508484618666
ankur arora murder case,5.2,12.0,4.84472565496787
shortcut romeo,4.2,3.0,4.328269896193772
ghanchakkar,5.0,30.0,4.85485227575193
hum hai raahi car ke,7.5,2.0,4.939930795847752
policegiri,4.719,16.0,4.593729550173011
bhaag milkha bhaag,7.4,240.0,7.290519031141869
sixteen,3.3,3.0,4.103269896193772
b.a. pass,5.653,36.0,5.396605305651672
enemmy,8.0,3.0,5.278269896193772
issaq,4.0,4.0,4.256864519563482
bajatey raho,5.8,5.0,4.881374196737519
luv u soniyo,10.0,1.0,4.9339238754325265
nasha,5.5,1.0,4.483923875432526
chor chor super chor,8.0,1.0,4.733923875432526
calapor,0.0,0.0,4.371026528258363
love in bombay,0.0,0.0,4.371026528258363
d-day,6.625,8.0,5.431719926725016
siddharth,7.1,10.0,5.807328355490803
once upon ay time in mumbai dobaara!,0.0,0.0,4.371026528258363
madras cafe,6.563,112.0,6.399960650862192
satyagraha,0.0,0.0,4.371026528258363
shuddh desi romance,5.7,59.0,5.524106452269489
ramaiya vastavaiya,6.176,34.0,5.798214854751751
chennai express,6.508,319.0,6.449363532787578
grand masti,4.0,38.0,4.071047633070751
john day,5.3,8.0,4.80819051496031
horror story,5.7,318.0,5.663422748484175
phata poster nikhla hero,5.107,61.0,5.012374839347504
ship of theseus,7.0,57.0,6.641503617489777
the lunchbox,7.329,683.0,7.290529246754804
baat bann gayi,5.0,5.0,4.595659911023233
boss,5.5,69.0,5.369733830183657
shahid,0.0,0.0,4.371026528258363
mickey virus,5.4,19.0,5.069258526940189
satya 2,5.9,6.0,4.982615916955018
rajjo,3.0,1.0,4.233923875432526
maazii,0.0,0.0,4.371026528258363
sooper se ooper,3.0,1.0,4.233923875432526
prague,4.8,6.0,4.542615916955017
wake up india,0.0,0.0,4.371026528258363
super model,1.0,1.0,4.033923875432526
gori tere pyaar mein,6.0,47.0,5.738200692041523
what the fish,5.5,7.0,4.864952422145329
jackpot,0.0,0.0,4.371026528258363
table no. 21,6.338,64.0,6.095496421292127
bullett raja,5.7,29.0,5.385243125113823
dhoom 3,6.0,272.0,5.947826472435322
chashme baddoor,4.333,24.0,4.343370871343191
lootera,0.0,0.0,4.371026528258363
war chhod na yaar,7.5,4.0,5.333787596486559
chaalis chauraasi,6.0,2.0,4.667203523120478
ghost,7.213,5394.0,7.208266007542907
sadda adda,7.0,5.0,5.309945625308948
singh saab the great,4.921,19.0,4.744222812654475
goliyon ki raasleela ram-leela,6.963,176.0,6.836903993266623
agneepath,6.4,139.0,6.276616478069766
ek main aur ekk tu,5.578,102.0,5.480137286075003
ekk deewana tha,4.964,15.0,4.741634948096887
?: a question mark,5.4,4.0,4.687633750332713
jodi breakers,5.5,5.0,4.774231339594662
tere naal love ho gaya,6.276,29.0,5.8248220724822435
staying alive,5.7,452.0,5.674054747840185
will you marry me?,7.0,2.0,4.849021704938661
paan singh tomar,7.312,117.0,7.101930466304169
kahaani,7.1,293.0,7.018672976007699
zindagi tere naam,0.0,0.0,4.371026528258363
agent vinod,5.55,60.0,5.39622085151196
blood money,5.141,92.0,5.072388502518072
bumboo,2.0,1.0,4.133923875432527
valentine's night,4.0,1.0,4.333923875432527
married 2 america,0.0,0.0,4.371026528258363
chaar din ki chandni,5.7,5.0,4.845659911023233
bittoo boss,3.8,4.0,4.195326058025021
vicky donor,6.768,165.0,6.644018613530604
hate story,5.3,39.0,5.125817474048443
tezz,4.1,25.0,4.171742316303685
dangerous ishhq,4.0,12.0,4.159011369253584
ishaqzaade,6.288,66.0,6.057963183391004
department,6.3,9.0,5.3355132641291805
fatso!,5.559,68.0,5.42014595784838
arjun: the warrior prince,6.3,34.0,5.896261366379657
life ki toh lag gayi,6.0,1.0,4.533923875432526
shanghai,6.091,166.0,6.002544221453286
ferrari ki sawaari,5.983,30.0,5.611006121905776
teri meri kahaani,6.0,32.0,5.642420457422568
mr. bhatti on chutti,0.0,0.0,4.371026528258363
yeh khula aasmaan,0.0,0.0,4.371026528258363
rakhtbeej,5.0,1.0,4.4339238754325265
gangs of wasseypur,7.121,351.0,7.052250663206459
gangs of wasseypur – part 2,7.868,87.0,7.540158737024222
cocktail,6.105,1401.0,6.093932084222926
gattu,6.5,4.0,5.026095288794251
kyaa super kool hain hum,4.891,33.0,4.77957711319822
maximum,8.0,1.0,4.733923875432526
paanch ghantey mien paanch crore,0.0,0.0,4.371026528258363
ek tha tiger,6.141,181.0,6.057159151338554
challo driver,3.5,2.0,4.212658068575024
shirin farhad ki toh nikal padi,3.286,7.0,3.896327422145329
joker,8.16,24856.0,8.158628563794665
aalaap,0.0,0.0,4.371026528258363
mere dost picture abhi baki hai,3.5,2.0,4.212658068575024
krishna aur kans,8.0,6.0,5.822615916955018
from sydney with love,0.0,0.0,4.371026528258363
jalpari: the desert mermaid,7.2,399.0,7.137596173417465
barfi!,7.521,307.0,7.4312855656782455
heroine,0.0,0.0,4.371026528258363
chal pichchur banate hain,0.0,0.0,4.371026528258363
kismat love paisa dilli,6.2,5.0,5.024231339594662
jeena hai toh thok daal,0.0,0.0,4.371026528258363
omg – oh my god!,7.241,234.0,7.134704686231791
aiyyaa,4.741,27.0,4.648506632064591
chittagong,0.0,0.0,4.371026528258363
bhoot returns,3.3,6.0,3.9426159169550177
delhi safari,5.2,19.0,4.933544241225903
chakravyuh,6.4,17.0,5.697663029012511
student of the year,5.7,161.0,5.629642580907796
ajab gazabb love,5.5,2.0,4.576294432211387
rush,7.721,6950.0,7.71666751526862
1920: the evil returns,5.706,63.0,5.539128316032295
sons of ram,6.294,34.0,5.891517180333145
ata pata laapata,0.0,0.0,4.371026528258363
jab tak hai jaan,7.091,247.0,6.995375932634083
talaash: the answer lies within,6.8,207.0,6.698792772010766
login,4.3,3.0,4.353269896193772
son of sardaar,4.577,52.0,4.546610471382381
cigarette ki tarah,6.5,1.0,4.583923875432527
dabangg 2,5.064,102.0,5.007812961750679
players,6.1,239.0,6.037254994977117
housefull 2,5.453,106.0,5.368323815255002
bol bachchan,5.587,63.0,5.4350033160322955
english vinglish,7.197,249.0,7.098419530055525
impatient vivek,2.0,1.0,4.133923875432527
yamla pagla deewana,3.889,9.0,4.130013264129182
mumbai mast kallander,0.0,0.0,4.371026528258363
dhobi ghat,6.532,79.0,6.310991349480969
turning 30,3.2,3.0,4.078269896193772
hostel,5.958,3505.0,5.953935469195881
dil toh baccha hai ji,6.0,30.0,5.624083044982699
united six,5.0,1.0,4.4339238754325265
utt pataang,5.0,1.0,4.4339238754325265
patiala house,5.971,51.0,5.731003979238754
7 khoon maaf,6.272,46.0,5.960931613715005
tanu weds manu,6.821,137.0,6.669974238043324
f.a.l.t.u,5.5,18.0,5.123675509419455
memories in march,7.0,3.0,5.028269896193772
thank you,4.9,12.0,4.673297083539299
angel,5.6,128.0,5.519264516454928
happy husbands,3.0,1.0,4.233923875432526
teen thay bhai,3.7,3.0,4.203269896193772
dum maaro dum,5.793,29.0,5.456216809324349
shor in the city,6.146,23.0,5.646788711072665
zokkomon,5.0,5.0,4.595659911023233
chalo dilli,6.3,19.0,5.679972812654474
aashiqui.in,10.0,1.0,4.9339238754325265
satrangee parachute,6.0,1.0,4.533923875432526
monica,5.9,21.0,5.441307958477509
i am,6.456,136.0,6.326587853478106
naughty @ 40,3.0,2.0,4.121748977665933
haunted – 3d,6.119,42.0,5.8105340932220635
love u...mr. kalakaar!,5.8,8.0,5.043484632607369
ragini mms,3.7,30.0,3.85485227575193
stanley ka dabba,6.936,39.0,6.455067474048444
shagird,6.0,2.0,4.667203523120478
404,10.0,2.0,5.394476250393206
shaitan,0.0,0.0,4.371026528258363
pyaar ka punchnama,6.872,82.0,6.624650975322256
bheja fry 2,4.4,16.0,4.389569550173011
always kabhi kabhi,3.8,10.0,4.0704862502276455
double dhamaal,4.655,42.0,4.604887034398535
bbuddah... hoga terra baap,5.0,30.0,4.85485227575193
delhi belly,7.076,177.0,6.94511418685121
murder 2,5.667,45.0,5.4510044213763935
chillar party,6.913,52.0,6.537954733677464
zindagi na milegi dobara,7.6,333.0,7.515027013901536
dear friend hitler,0.0,0.0,4.371026528258363
i am kalam,7.3,26.0,6.5468353929807215
bin bulaye baraati,3.8,3.0,4.228269896193772
kucch luv jaisaa,4.9,4.0,4.533787596486559
singham,6.514,144.0,6.387942736956375
khap,3.5,1.0,4.283923875432526
bubble gum,5.5,2.0,4.576294432211387
shabri,3.2,2.0,4.158112614029569
phhir,2.0,1.0,4.133923875432527
aarakshan,6.1,37.0,5.761722581615766
chatur singh two star,2.7,7.0,3.6399524221453294
sahi dhandhe galat bande,4.0,2.0,4.303567159484115
bodyguard,5.2,133.0,5.1474594278473615
yeh dooriyan,5.7,3.0,4.703269896193772
not a love story,5.7,10.0,5.0704862502276455
hum tum shabana,4.0,5.0,4.2385170538803765
mummy punjabi,6.0,1.0,4.533923875432526
mere brother ki dulhan,5.992,66.0,5.797483183391003
mausam,5.7,35.0,5.428164517143756
u r my jaan,5.0,1.0,4.4339238754325265
force,6.476,41.0,6.097104775086506
saheb biwi aur gangster,6.2,4.0,4.9337875964865585
tere mere phere,9.0,2.0,5.212658068575024
breakaway,5.583,23.0,5.242132461072664
chargesheet,0.0,0.0,4.371026528258363
love breakups zindagi,6.4,8.0,5.325837573783839
mujhse fraaandship karoge,6.8,19.0,6.019258526940187
aazaan,2.5,6.0,3.622615916955018
ra.one,5.7,323.0,5.663973610705799
rockstar,7.24,181.0,7.104101256601713
miley naa miley hum,4.0,4.0,4.256864519563482
tell me o kkhuda,3.0,2.0,4.121748977665933
damadamm!,6.5,1.0,4.583923875432527
ladies vs ricky bahl,5.956,68.0,5.770743360445783
desi boyz,6.183,90.0,6.018275138932578
game,5.797,37.0,5.518005190311419
no one killed jessica,6.831,74.0,6.564255888606329
rascals,6.0,0.0,4.371026528258363
the dirty picture,6.295,78.0,6.095968261543969
pyaar impossible!,5.0,34.0,4.8683543896354715
chance pe dance,5.214,28.0,5.008952398765548
my friend pinto,5.7,3.0,4.703269896193772
veer,0.0,0.0,4.371026528258363
striker,6.5,2.0,4.75811261402957
rann,6.7,16.0,5.8615695501730105
ishqiya,6.467,61.0,6.197517696490361
road to sangam,7.0,3.0,5.028269896193772
jo hum chahein,2.0,1.0,4.133923875432527
click,6.286,6873.0,6.283495675494671
toh baat pakki!,5.8,5.0,4.881374196737519
my name is khan,8.039,1272.0,8.013229694577927
teen patti,4.1,7.0,4.252452422145328
karthik calling karthik,6.224,87.0,6.050283737024222
don 2,7.0,226.0,6.8993159095928736
rokkk,4.0,2.0,4.303567159484115
aakhari decision,2.0,2.0,3.939930795847751
right yaaa wrong,4.5,4.0,4.4107106734096355
sukhmani: hope for life,0.0,0.0,4.371026528258363
thanks maa,4.9,5.0,4.559945625308948
na ghar ke na ghaat ke,6.25,2.0,4.712658068575024
trump card,5.1,27.0,4.917756632064591
shaapit,5.2,9.0,4.785513264129182
hum tum aur ghost,4.9,3.0,4.503269896193772
well done abba,6.0,6.0,5.022615916955018
tum milo toh sahi,5.7,3.0,4.703269896193772
jaane kahan se aayi hai,4.7,9.0,4.535513264129182
prem kaa game,0.0,0.0,4.371026528258363
sadiyaan,8.5,3.0,5.403269896193772
the japanese wife,6.861,18.0,6.0310088427527875
paathshaala,4.9,16.0,4.709569550173011
phoonk 2,4.9,4.0,4.533787596486559
lahore,6.0,2.0,4.667203523120478
apartment,4.2,8.0,4.29054345613678
city of gold,6.1,27.0,5.667756632064591
chase,0.0,0.0,4.371026528258363
housefull,5.5,1.0,4.483923875432526
mittal v/s mittal,0.0,0.0,4.371026528258363
it's a wonderful afterlife,4.55,20.0,4.4944565087698365
prince,6.966,29.0,6.351401019850665
raavan,0.0,0.0,4.371026528258363
bumm bumm bole,7.2,9.0,5.7855132641291815
kushti,3.5,2.0,4.212658068575024
kites,7.206,204.0,7.086212388517959
love sex aur dhokha,0.0,0.0,4.371026528258363
milenge milenge,4.3,13.0,4.329056307014785
ek second... jo zindagi badal de?,0.0,0.0,4.371026528258363
mr. singh mrs. mehta,3.5,2.0,4.212658068575024
lamhaa,6.6,7.0,5.346202422145328
khatta meetha,5.7,56.0,5.515988288528081
tere bin laden,6.4,49.0,6.085159288867677
udaan,6.0,3.0,4.778269896193772
once upon a time in mumbaai,6.611,81.0,6.387002652825836
help,7.1,109.0,6.891857955545129
peepli live,7.273,66.0,6.924763183391002
lafangey parindey,5.9,22.0,5.456104475945977
hello darling,4.8,3.0,4.478269896193772
antardwand,6.8,4.0,5.118402981101943
aashayein,6.636,11.0,5.616761937716263
soch lo,5.5,1.0,4.483923875432526
dabangg,5.064,102.0,5.007812961750679
khichdi: the movie,6.813,16.0,5.93388955017301
red alert: the war within,4.4,7.0,4.38370242214533
life express,5.5,2.0,4.576294432211387
the film emotional atyachar,7.0,1.0,4.633923875432527
hisss,3.5,34.0,3.682307878007564
crook,5.1,7.0,4.689952422145328
do dooni chaar,6.5,24.0,5.91937087134319
aakrosh,7.0,24.0,6.283007234979554
ramayana: the epic,5.8,6.0,4.942615916955018
knock out,6.454,163.0,6.345007202060031
jhootha hi sahi,4.773,11.0,4.592111937716263
guzaarish,7.399,109.0,7.168052870799366
allah ke banday,7.0,1.0,4.633923875432527
break ke baad,5.6,38.0,5.3646646543473455
khuda kasam,0.0,0.0,4.371026528258363
phas gaye re obama,7.179,53.0,6.771390947650408
malik ek,6.9,25.0,6.230565845715449
a flat,2.8,4.0,3.887633750332713
no problem,4.425,20.0,4.408249612218112
band baaja baaraat,6.583,121.0,6.429863375033271
kaalo,4.9,4.0,4.533787596486559
mirch,7.9,16.0,6.629569550173011
tees maar khan,3.802,86.0,3.8559077763613185
isi life mein,5.5,2.0,4.576294432211387
toonpur ka super hero,0.0,0.0,4.371026528258363
tera kya hoga johnny,1.0,1.0,4.033923875432526
ramaa: the saviour,4.5,2.0,4.394476250393206
i hate luv storys,5.897,74.0,5.731532997040064
dulha mil gaya,5.4,31.0,5.168480968858132
anjaana anjaani,6.032,77.0,5.858177194817736
dunno y... na jaane kyon,0.0,0.0,4.371026528258363
pankh,0.0,0.0,4.371026528258363
action replayy,5.296,71.0,5.191940484429066
3 idiots,7.996,2307.0,7.98191331552432
luck by chance,6.6,55.0,6.286550605536332
love aaj kal,6.2,92.0,6.037022165884409
wanted,6.519,6830.0,6.516173305856753
delhi-6,6.02,50.0,5.768461673802123
raaz: the mystery continues,5.611,36.0,5.363005305651672
aasma: the sky is the limit,10.0,1.0,4.9339238754325265
ajab prem ki ghazab kahani,6.185,130.0,6.067548480246944
chal chala chal,5.5,2.0,4.576294432211387
billu,6.4,93.0,6.220972928963974
the stoneman murders,6.9,16.0,5.989569550173011
kisse pyaar karoon,0.0,0.0,4.371026528258363
dhoondte reh jaaoge,4.583,7.0,4.463764922145329
karma aur holi,6.0,1.0,4.533923875432526
victory,5.1,11.0,4.771961937716263
kaminey,0.0,0.0,4.371026528258363
jai veeru,5.7,3.0,4.703269896193772
little zizou,5.0,3.0,4.528269896193772
gulaal,6.5,54.0,6.195860932608338
aloo chaat,4.2,6.0,4.302615916955018
barah aana,5.3,3.0,4.603269896193772
firaaq,6.2,14.0,5.484314728448925
aa dekhen zara,4.0,28.0,4.090249696062845
99,6.556,18.0,5.8276755094194534
ek: the power of one,6.0,5.0,4.95280276816609
ek se bure do,4.0,1.0,4.333923875432527
sikandar,0.0,0.0,4.371026528258363
zor lagaa ke...haiya!,0.0,0.0,4.371026528258363
paying guests,4.2,3.0,4.328269896193772
new york,8.1,1070.0,8.068896421459058
sankat city,5.2,6.0,4.7026159169550175
shortkut,4.2,13.0,4.269965397923875
luck,7.787,1639.0,7.768344805069372
life partner,4.4,17.0,4.389970721320203
daddy cool,6.0,202.0,5.930517719214812
kisaan,7.2,4.0,5.241479904178866
yeh mera india,8.0,1.0,4.733923875432526
aagey se right,5.0,3.0,4.528269896193772
chintu ji,3.3,3.0,4.103269896193772
quick gun murugun,5.4,7.0,4.82120242214533
fox,1.0,1.0,4.033923875432526
baabarr,7.0,1.0,4.633923875432527
phir kabhi,0.0,0.0,4.371026528258363
vaada raha,8.5,2.0,5.121748977665933
dil bole hadippa!,5.5,51.0,5.330653979238755
what's your raashee?,5.0,24.0,4.828461780434099
acid factory,5.4,8.0,4.855249338489721
all the best: fun begins,6.1,48.0,5.8270041886723725
wake up sid,7.2,150.0,7.039869426127833
main aurr mrs khanna,5.02,49.0,4.91929721990216
blue,5.2,14.0,4.875619076275012
bal ganesh 2,9.0,3.0,5.528269896193772
fruit and nut,3.0,1.0,4.233923875432526
aladin,6.2,93.0,6.038619987787503
london dreams,5.1,15.0,4.826634948096886
jail,7.0,5.0,5.309945625308948
tum mile,5.1,14.0,4.81474951105762
kurbaan,4.833,36.0,4.740605305651672
de dana dan,5.6,75.0,5.468324270884825
paa,7.312,117.0,7.101930466304169
rocket singh: salesman of the year,6.8,101.0,6.601265806857502
raat gayi baat gayi?,6.0,2.0,4.667203523120478
accident on hill road,2.0,1.0,4.133923875432527
chandni chowk to china,4.711,64.0,4.669085462388018
dostana,6.2,149.0,6.095817966799528
race,7.3,1505.0,7.282588664963226
rab ne bana di jodi,7.118,268.0,7.028748154347745
ghajini,7.026,384.0,6.96519908079981
singh is kinng,5.619,88.0,5.503208646951807
golmaal returns,5.115,87.0,5.0452524870242215
jodhaa akbar,7.34,237.0,7.231379019326526
bachna ae haseeno,6.063,79.0,5.889957258571878
bhoothnath,6.125,100.0,5.98017650233326
sarkar raj,6.526,39.0,6.121942474048443
halla bol,5.1,17.0,4.84766302901251
humne jeena seekh liya,0.0,0.0,4.371026528258363
bombay to bangkok,5.0,3.0,4.528269896193772
tulsi,0.0,0.0,4.371026528258363
sunday,5.8,4.0,4.810710673409636
one two three,7.5,356.0,7.422847229463905
krazzy 4,4.817,30.0,4.714083044982699
u me aur hum,5.9,18.0,5.39034217608612
sirf,0.0,0.0,4.371026528258363
tashan,4.557,35.0,4.518959971689211
anamika,6.5,4.0,5.026095288794251
jimmy,6.4,7.0,5.25870242214533
jannat,6.071,35.0,5.723278153507392
don muthu swami,0.0,0.0,4.371026528258363
woodstock villa,5.0,3.0,4.528269896193772
mere baap pehle aap,4.9,27.0,4.767756632064591
summer 2007,0.0,0.0,4.371026528258363
de taali,4.5,8.0,4.431719926725016
haal-e-dil,3.5,2.0,4.212658068575024
thodi life thoda magic,0.0,0.0,4.371026528258363
thoda pyaar thoda magic,5.578,46.0,5.380495250078641
via darjeeling,4.5,2.0,4.394476250393206
kismat konnection,4.921,57.0,4.846003617489777
love story 2050,2.879,29.0,3.232374704061191
contract,4.0,2.0,4.303567159484115
mission istaanbul,3.2,7.0,3.8587024221453294
money hai toh honey hai,4.8,4.0,4.503018365717328
god tussi great ho,4.128,47.0,4.1670578348986655
mumbai meri jaan,7.0,23.0,6.2606012110726645
maan gaye mughal-e-azam,4.5,2.0,4.394476250393206
rock on!!,5.7,3.0,4.703269896193772
c kkompany,5.5,11.0,4.991961937716264
chamku,4.4,11.0,4.386961937716263
mukhbiir,7.0,3.0,5.028269896193772
tahaan,7.0,2.0,4.849021704938661
1920,5.625,32.0,5.349737530593299
the last lear,8.0,3.0,5.278269896193772
welcome to sajjanpur,5.438,16.0,5.05388955017301
saas bahu aur sensex,4.0,1.0,4.333923875432527
hari puttar: a comedy of terrors,2.0,356.0,2.058463667820069
drona,6.0,2.0,4.667203523120478
hello,6.156,157.0,6.059224329845333
karzzzz,3.3,12.0,3.759011369253584
heroes,7.6,4.0,5.36455682725579
roadside romeo,4.483,30.0,4.457159968059622
ek vivaah... aisa bhi,6.833,6.0,5.355815916955018
deshdrohi,2.3,5.0,3.631374196737519
fashion,6.458,85.0,6.2581833910034605
dasvidaniya,6.964,28.0,6.333276723089872
yuvvraaj,4.9,22.0,4.746427056591138
oye lucky! lucky oye!,7.04,76.0,6.7574028088744145
oh my god,7.241,234.0,7.134704686231791
sorry bhai!,4.1,4.0,4.287633750332713
1971,6.7,13.0,5.747238125196604
meerabai not out,4.0,1.0,4.333923875432527
wafa: a deadly love story,0.0,0.0,4.371026528258363
gumnaam – the mystery,6.0,1.0,4.533923875432526
dil kabaddi,10.0,1.0,4.9339238754325265
aag,4.571,7.0,4.458514922145329
aap kaa surroor,3.9,7.0,4.164952422145329
aggar,4.8,4.0,4.503018365717328
anwar,0.0,0.0,4.371026528258363
aaja nachle,6.4,35.0,5.984982698961938
apne,6.068,22.0,5.575330282397589
awarapan,6.964,42.0,6.50641644616324
bheja fry,6.5,48.0,6.163846293935531
bhool bhulaiyaa,6.3,64.0,6.0621813527989765
bhram,0.0,0.0,4.371026528258363
big brother,7.436,164.0,7.276550513030782
68 pages,4.0,6.0,4.222615916955018
aur pappu paas ho gaya,0.0,0.0,4.371026528258363
apna asmaan,0.0,0.0,4.371026528258363
black friday,7.4,84.0,7.106873534992745
the blue umbrella,7.547,531.0,7.494067108804306
blood brothers,6.206,34.0,5.8219357849843085
buddha mar gaya,3.3,6.0,3.9426159169550177
cash,6.2,202.0,6.121986913527609
cheeni kum,6.143,35.0,5.78055088078012
chhodon naa yaar,5.0,1.0,4.4339238754325265
darling,6.681,127.0,6.528134108487685
chak de! india,7.179,315.0,7.101000736896067
dhamaal,6.705,105.0,6.520738936441449
goal,6.757,1080.0,6.737281210977342
dharm,5.7,12.0,5.130439940682156
bombay to goa,5.8,10.0,5.123117829175014
dhokha,7.0,3.0,5.028269896193772
dil dosti etc,6.2,6.0,5.102615916955018
dhol,6.2,40.0,5.864066097027046
ek chalis ki last local,6.4,20.0,5.770318577735354
familywala,0.0,0.0,4.371026528258363
gandhi my father,5.3,9.0,4.8355132641291805
don't stop dreaming,0.0,0.0,4.371026528258363
dus kahaniyaan,4.3,16.0,4.325569550173011
eklavya: the royal guard,6.3,21.0,5.721307958477508
go,6.94,671.0,6.905998880521068
gauri: the unborn,2.0,1.0,4.133923875432527
heyy babyy,5.905,95.0,5.772252295714666
guru,1.0,1.0,4.033923875432526
honeymoon travels pvt. ltd.,5.261,23.0,5.010694961072664
jahan jaaeyega hamen paaeyega,4.0,46.0,4.060713431896823
jhoom barabar jhoom,3.8,31.0,3.928480968858132
jab we met,7.289,261.0,7.191734217608611
good boy bad boy,4.55,20.0,4.4944565087698365
fool & final,3.639,18.0,3.8830088427527873
khoya khoya chand,6.0,6.0,5.022615916955018
johnny gaddaar,6.9,55.0,6.544363105536332
just married,5.773,1314.0,5.763462765498356
kya love story hai,5.7,6.0,4.902615916955018
kudiyon ka hai zamana,0.0,0.0,4.371026528258363
hastey hastey,6.5,1.0,4.583923875432527
laaga chunari mein daag,5.4,32.0,5.174127774495738
life in a... metro,6.308,65.0,6.072422145328719
loins of punjab presents,5.5,6.0,4.822615916955018
manorama six feet under,6.447,47.0,6.113361406327237
marigold,5.8,11.0,5.156961937716263
mp3: mera pehla pehla pyaar,5.6,12.0,5.073297083539297
hattrick,4.2,5.0,4.309945625308948
naqaab,4.462,13.0,4.424783579742058
mumbai salsa,6.0,2.0,4.667203523120478
the namesake,6.8,159.0,6.669876421156697
namastey london,6.168,104.0,6.024878219064825
my bollywood bride,5.0,7.0,4.646202422145329
nehlle pe dehlla,5.8,6.0,4.942615916955018
nishabd,5.6,14.0,5.119097337144576
no smoking,6.907,54.0,6.544718075465481
om shanti om,7.1,344.0,7.030422772675143
partner,5.52,99.0,5.424252210688196
raqeeb,3.0,3.0,4.028269896193772
nanhe jaisalmer,6.8,4.0,5.118402981101943
life mein kabhie kabhiee,7.8,5.0,5.595659911023233
risk,6.7,67.0,6.424200509925333
shakalaka boom boom,4.3,3.0,4.353269896193772
red swastik,2.6,5.0,3.738517053880376
salaam-e-ishq: a tribute to love,0.0,0.0,4.371026528258363
saawariya,5.5,81.0,5.387102652825837
sarhad paar,0.0,0.0,4.371026528258363
say salaam india,10.0,3.0,5.778269896193772
red: the dark side,3.6,8.0,4.00819051496031
shootout at lokhandwala,6.189,53.0,5.925100625069763
strangers,6.8,5.0,5.2385170538803765
swami,6.5,5.0,5.131374196737519
taare zameen par,7.99,1121.0,7.961176317481704
ta ra rum pum,6.172,67.0,5.958726825714806
speed,7.137,5983.0,7.132845500459667
traffic signal,6.1,9.0,5.235513264129182
the train,7.5,308.0,7.411164791023109
showbiz,0.0,0.0,4.371026528258363
sunglass,0.0,0.0,4.371026528258363
welcome,6.8,144.0,6.657119207544609
36 china town,5.8,46.0,5.566167977351369
zamaanat,3.5,6.0,4.022615916955018
aap ki khatir,5.0,12.0,4.730439940682156
ahista ahista,7.2,4.0,5.241479904178866
aksar,4.167,12.0,4.254439940682155
alag,4.4,10.0,4.386275723911856
anthony kaun hai?,5.5,6.0,4.822615916955018
apna sapna money money,5.206,17.0,4.916970721320203
ankahee,5.5,6.0,4.822615916955018
yatra,3.0,1.0,4.233923875432526
baabul,6.2,30.0,5.777929198828853
aisa kyon hota hai?,4.0,26.0,4.09540682155215
adharm,4.0,1.0,4.333923875432527
being cyrus,5.6,17.0,5.174586105935587
banaras,6.3,3.0,4.853269896193772
bas ek pal,3.0,3.0,4.028269896193772
bhagam bhag,6.5,77.0,6.277200450631689
chingaari,1.5,2.0,3.8490217049386604
bhoot unkle,7.0,2.0,4.849021704938661
chand ke paar chalo,4.8,2.0,4.4490217049386604
aryan: unbreakable,5.8,5.0,4.881374196737519
chup chup ke,6.2,85.0,6.024885518663035
corporate,0.0,0.0,4.371026528258363
darna zaroori hai,5.0,23.0,4.8231012110726645
deadline: sirf 24 ghante,4.6,5.0,4.45280276816609
dil diya hai,5.2,6.0,4.7026159169550175
darwaaza bandh rakho,5.5,2.0,4.576294432211387
eight: the power of shani,1.0,1.0,4.033923875432526
dhoom 2,6.564,234.0,6.482778760305866
dor,7.3,24.0,6.501189053161371
don,8.2,4.0,5.549172211871174
family,6.5,57.0,6.209685435671595
fanaa,6.744,199.0,6.641323263241949
gangster,6.8,41.0,6.362784775086506
golmaal: fun unlimited,6.622,115.0,6.458622893180042
devaki,1.0,1.0,4.033923875432526
fight club – members only,6.44,25.0,5.8923305515978015
dharti kahe pukar ke,0.0,0.0,4.371026528258363
humko deewana kar gaye,5.0,24.0,4.828461780434099
humko tumse pyaar hai,6.8,9.0,5.5855132641291805
i see you,7.011,1408.0,6.994232349156192
jaane hoga kya,0.0,0.0,4.371026528258363
jaan-e-mann,5.574,34.0,5.32221485475175
jawani diwani: a youthful joyride,4.8,9.0,4.5855132641291805
holiday,7.3,243.0,7.195393804580655
iqraar by chance,0.0,0.0,4.371026528258363
khosla ka ghosla,7.2,92.0,6.94791325499332
kabhi alvida naa kehna,6.4,198.0,6.311783762098189
love ke chakkar mein,0.0,0.0,4.371026528258363
lage raho munna bhai,7.241,195.0,7.114383523305516
kabul express,5.8,18.0,5.323675509419453
jigyaasa,2.0,1.0,4.133923875432527
krrish,6.4,226.0,6.32229463299713
malamaal weekly,6.1,49.0,5.831711013005608
omkara,0.0,0.0,4.371026528258363
pyaar ke side effects,6.147,17.0,5.5322399520894345
naksha,3.7,5.0,4.131374196737519
phir hera pheri,6.5,114.0,6.344221453287197
pyare mohan,4.5,10.0,4.438907302859224
mere jeevan saathi,7.0,3.0,5.028269896193772
prateeksha,0.0,0.0,4.371026528258363
sacred evil – a true story,0.0,0.0,4.371026528258363
rang de basanti,7.13,426.0,7.072917790239829
shaadi karke phas gaya yaar,3.6,5.0,4.095659911023233
sandwich,3.5,2.0,4.212658068575024
