Title,Cast and crew,Genre,Vote_Average,Vote_Count,Combined_Features
kodiyil oruvan,"vijay antony, aathmika, divya prabha, ramachandra raju","action, drama",5.0,2.0,"vijay antony, aathmika, divya prabha, ramachandra raju action, drama"
paltan,"jackie shroff, arjun rampal, sonu sood, gurmeet choudhary","war, drama, action",6.0,11.0,"jackie shroff, arjun rampal, sonu sood, gurmeet choudhary war, drama, action"
rehnaa hai terre dil mein,"madhavan, saif ali khan, dia mirza, vrajesh hirjee","drama, romance",6.359,32.0,"madhavan, saif ali khan, dia mirza, vrajesh hirjee drama, romance"
ta ra rum pum,"saif ali khan, rani mukerji, jaaved jaaferi, ali haji","family, comedy, romance",6.172,67.0,"saif ali khan, rani mukerji, jaaved jaaferi, ali haji family, comedy, romance"
indoo ki jawani,"kiara advani, aditya seal, mallika dua, kimsa sok",comedy,3.6,8.0,"kiara advani, aditya seal, mallika dua, kimsa sok comedy"
the dirty picture,"vidya balan, emraan hashmi, tusshar kapoor, naseeruddin shah","comedy, drama",6.295,78.0,"vidya balan, emraan hashmi, tusshar kapoor, naseeruddin shah comedy, drama"
pagalpanti,"anil kapoor, john abraham, ileana d'cruz, arshad warsi","comedy, drama",0.0,0.0,"anil kapoor, john abraham, ileana d'cruz, arshad warsi comedy, drama"
dil ka rishta,"arjun rampal, aishwarya rai bachchan, priyanshu chatterjee, rakhee gulzar","drama, romance",6.488,40.0,"arjun rampal, aishwarya rai bachchan, priyanshu chatterjee, rakhee gulzar drama, romance"
khaali peeli,"ishaan khattar, ananya panday, sayeem afran, jaideep ahlawat","romance, action, comedy, thriller",6.0,10.0,"ishaan khattar, ananya panday, sayeem afran, jaideep ahlawat romance, action, comedy, thriller"
aandhi,"suchitra sen, sanjeev kumar, om shivpuri, manmohan","romance, drama",6.6,6.0,"suchitra sen, sanjeev kumar, om shivpuri, manmohan romance, drama"
shamitabh,"amitabh bachchan, dhanush, akshara haasan, abhinaya","comedy, drama, thriller",6.31,50.0,"amitabh bachchan, dhanush, akshara haasan, abhinaya comedy, drama, thriller"
miss lovely,"nawazuddin siddiqui, niharika singh, anil george, zeena bhatia","drama, crime",6.2,14.0,"nawazuddin siddiqui, niharika singh, anil george, zeena bhatia drama, crime"
vidhaata,"tom alter, harbans darshan m. arora, birbal, krishan dhawan","action, drama, family",7.1,5.0,"tom alter, harbans darshan m. arora, birbal, krishan dhawan action, drama, family"
pran jaye par vachan na jaye,"sunil dutt, rekha, bindu desai, ranjeet bedi",action,0.0,0.0,"sunil dutt, rekha, bindu desai, ranjeet bedi action"
dil ka kya kasoor,"prithvi vazir, divya bharti, sanam, laxmikant berde","romance, drama",5.75,4.0,"prithvi vazir, divya bharti, sanam, laxmikant berde romance, drama"
suhaag,"ajay devgn, akshay kumar, karisma kapoor, nagma",,5.3,10.0,"ajay devgn, akshay kumar, karisma kapoor, nagma "
raja babu,"govinda, karisma kapoor, shakti kapoor, kader khan","comedy, drama, romance",5.775,20.0,"govinda, karisma kapoor, shakti kapoor, kader khan comedy, drama, romance"
parivartan,"vineet singh chandel, geeta gopal govekar, ziya seikh, simmran sharma",drama,0.0,0.0,"vineet singh chandel, geeta gopal govekar, ziya seikh, simmran sharma drama"
tigers,"emraan hashmi, geetanjali thapa, danny huston, khalid abdalla","drama, thriller",7.2,19.0,"emraan hashmi, geetanjali thapa, danny huston, khalid abdalla drama, thriller"
aa ab laut chalen,"rajesh khanna, akshaye khanna, aishwarya rai bachchan, suman ranganath","drama, romance",5.719,16.0,"rajesh khanna, akshaye khanna, aishwarya rai bachchan, suman ranganath drama, romance"
khubsoorat,"ashok kumar, rekha, rakesh roshan, shashikala jawalkar","drama, family, romance, comedy",6.25,12.0,"ashok kumar, rekha, rakesh roshan, shashikala jawalkar drama, family, romance, comedy"
untitled srk-suhana-marflix movie,"amitabh bachchan, vidya balan, riteish deshmukh, sanjay dutt",,,,"amitabh bachchan, vidya balan, riteish deshmukh, sanjay dutt "
rishtey,"anil kapoor, karisma kapoor, shilpa shetty kundra, kaivalya chheda","action, drama",6.083,12.0,"anil kapoor, karisma kapoor, shilpa shetty kundra, kaivalya chheda action, drama"
chaahat,"naseeruddin shah, shah rukh khan, pooja bhatt, anupam kher",romance,1.0,1.0,"naseeruddin shah, shah rukh khan, pooja bhatt, anupam kher romance"
aalavandhan,"kamal haasan, raveena tandon, manisha koirala, kitu gidwani",thriller,6.9,18.0,"kamal haasan, raveena tandon, manisha koirala, kitu gidwani thriller"
shubh mangal zyada saavdhan,"ayushmann khurrana, jitendra kumar, gajraj rao, neena gupta","comedy, romance",5.92,50.0,"ayushmann khurrana, jitendra kumar, gajraj rao, neena gupta comedy, romance"
one night stand,"tanuj virwani, sunny leone, narendra jetley, aamir ahmed",drama,5.607,107.0,"tanuj virwani, sunny leone, narendra jetley, aamir ahmed drama"
laawaris,"amitabh bachchan, zeenat aman, rakhee gulzar, amjad khan","action, drama",6.533,15.0,"amitabh bachchan, zeenat aman, rakhee gulzar, amjad khan action, drama"
dacait,"rakhee gulzar, sunny deol, meenakshi sheshadri, suresh oberoi","action, crime, drama",4.75,4.0,"rakhee gulzar, sunny deol, meenakshi sheshadri, suresh oberoi action, crime, drama"
naam,"nutan, kumar gaurav, sanjay dutt, poonam dhillon","crime, drama",6.75,4.0,"nutan, kumar gaurav, sanjay dutt, poonam dhillon crime, drama"
nishabd,"amitabh bachchan, jiah khan, revathi, nassar","thriller, horror",5.6,14.0,"amitabh bachchan, jiah khan, revathi, nassar thriller, horror"
kadhalar dinam,"kunal, sonali bendre, nassar, goundamani",,,,"kunal, sonali bendre, nassar, goundamani "
sixteen,"wamiqa gabbi, izabelle leite, mehak manwani, highphill mathew",drama,3.3,3.0,"wamiqa gabbi, izabelle leite, mehak manwani, highphill mathew drama"
lohardaga,"priya ambust, raquib arshad, sanjay barman, amit kumar bhagat",,10.0,1.0,"priya ambust, raquib arshad, sanjay barman, amit kumar bhagat "
sathyam,"vishal, nayanthara, brahmanandam, kota srinivasa rao","drama, comedy",4.6,8.0,"vishal, nayanthara, brahmanandam, kota srinivasa rao drama, comedy"
salmon 3d,"vijay yesudas, jonita doda, rajeev pillai, dhruvanth","romance, thriller",0.0,0.0,"vijay yesudas, jonita doda, rajeev pillai, dhruvanth romance, thriller"
gumrah,"sanjay dutt, sridevi, anupam kher, rahul roy","drama, action, crime",7.0,7.0,"sanjay dutt, sridevi, anupam kher, rahul roy drama, action, crime"
ijaazat,"rekha, naseeruddin shah, anuradha patel, rammohan sharma","romance, drama",6.5,8.0,"rekha, naseeruddin shah, anuradha patel, rammohan sharma romance, drama"
chimanee pakhre,"anand abhyankar, laxmikant berde, priya arun berde, nagesh bhonsle",,,,"anand abhyankar, laxmikant berde, priya arun berde, nagesh bhonsle "
ek vivaah... aisa bhi,"isha koppikar, sonu sood, anand abhyankar, daman baggan","drama, romance",6.833,6.0,"isha koppikar, sonu sood, anand abhyankar, daman baggan drama, romance"
break ke baad,"imran khan, deepika padukone, namit shah, parzaan dastur","drama, comedy, romance",5.6,38.0,"imran khan, deepika padukone, namit shah, parzaan dastur drama, comedy, romance"
rock on 2,"farhan akhtar, shraddha kapoor, arjun rampal, purab kohli","music, drama",4.5,11.0,"farhan akhtar, shraddha kapoor, arjun rampal, purab kohli music, drama"
indrasabha,"nissar, jehanara kajjan, abdul rehman kabuli, mukhtar begum",,0.0,0.0,"nissar, jehanara kajjan, abdul rehman kabuli, mukhtar begum "
maharaj,"jaideep ahlawat, sharvari wagh, shalini pandey, mark bennington","drama, history",5.9,7.0,"jaideep ahlawat, sharvari wagh, shalini pandey, mark bennington drama, history"
21: battle of saragarhi,"randeep hooda, vikramjeet virk, apinderdeep singh, nitin chauhan",,,,"randeep hooda, vikramjeet virk, apinderdeep singh, nitin chauhan "
bumm bumm bole,"atul kulkarni, rituparna sengupta, darsheel safary, ziyah vastani",drama,7.2,9.0,"atul kulkarni, rituparna sengupta, darsheel safary, ziyah vastani drama"
anjaam,"madhuri dixit, shah rukh khan, tinnu anand, johny lever",,6.0,1.0,"madhuri dixit, shah rukh khan, tinnu anand, johny lever "
hacked,"hina khan, komal chhabria, sougata ghosh, rohan shah",thriller,6.147,17.0,"hina khan, komal chhabria, sougata ghosh, rohan shah thriller"
dybbuk: the curse is real,"emraan hashmi, nikita dutta, manav kaul, imaaduddin shah","horror, thriller, drama",5.6,11.0,"emraan hashmi, nikita dutta, manav kaul, imaaduddin shah horror, thriller, drama"
haathi mere saathi,"rajesh khanna, tanuja samarth, david abraham, sujit kumar",drama,4.625,4.0,"rajesh khanna, tanuja samarth, david abraham, sujit kumar drama"
mausam,"sanjeev kumar, sharmila tagore, om shivpuri, agha","romance, drama",5.7,35.0,"sanjeev kumar, sharmila tagore, om shivpuri, agha romance, drama"
sardaar gabbar singh,"pawan kalyan, kajal aggarwal, sharad kelkar, sanjjanaa galrani","comedy, action",4.1,10.0,"pawan kalyan, kajal aggarwal, sharad kelkar, sanjjanaa galrani comedy, action"
vardi,"sunny deol, jackie shroff, kimi katkar, madhuri dixit",action,5.333,3.0,"sunny deol, jackie shroff, kimi katkar, madhuri dixit action"
aag ke sholay,"sumeet saigal, vijayata pandit, hemant birje, sripradha","action, thriller",0.0,0.0,"sumeet saigal, vijayata pandit, hemant birje, sripradha action, thriller"
kacchey limbu,"sukhita aiyar, rajat barmecha, radhika madan, ayush mehra",drama,5.5,4.0,"sukhita aiyar, rajat barmecha, radhika madan, ayush mehra drama"
yeh hai jalwa,"rishi kapoor, salman khan, ameesha patel, rati agnihotri","romance, drama, comedy",5.5,16.0,"rishi kapoor, salman khan, ameesha patel, rati agnihotri romance, drama, comedy"
saawariya,"ranbir kapoor, sonam kapoor, salman khan, rani mukerji","drama, music, romance",5.5,81.0,"ranbir kapoor, sonam kapoor, salman khan, rani mukerji drama, music, romance"
emergency,"anupam kher, kangana ranaut, satish kaushik, mahima chaudhry","comedy, drama, thriller",6.06,216.0,"anupam kher, kangana ranaut, satish kaushik, mahima chaudhry comedy, drama, thriller"
makdee,"shabana azmi, shweta basu prasad, makrand deshpande, aalaap majgavkar","family, horror, fantasy",6.684,19.0,"shabana azmi, shweta basu prasad, makrand deshpande, aalaap majgavkar family, horror, fantasy"
black rose,"samiksha bhatnagar, abhilash narain, sanjana shukla, jai shanker tripathi","action, crime, drama, thriller",2.6,22.0,"samiksha bhatnagar, abhilash narain, sanjana shukla, jai shanker tripathi action, crime, drama, thriller"
kaalia,"amitabh bachchan, asha parekh, parveen babi, amjad khan",,7.3,3.0,"amitabh bachchan, asha parekh, parveen babi, amjad khan "
prem rog,"shammi kapoor, nanda karnataki, tanuja samarth, vijayendra ghatge","drama, music, romance",7.167,12.0,"shammi kapoor, nanda karnataki, tanuja samarth, vijayendra ghatge drama, music, romance"
sarkar raj,"amitabh bachchan, abhishek bachchan, aishwarya rai bachchan, ravi kale","action, adventure, crime, drama",6.526,39.0,"amitabh bachchan, abhishek bachchan, aishwarya rai bachchan, ravi kale action, adventure, crime, drama"
phoonk,"sudeep, amruta khanvilkar, ahsaas channa, ashwini kalsekar","horror, thriller",4.9,4.0,"sudeep, amruta khanvilkar, ahsaas channa, ashwini kalsekar horror, thriller"
gehrayee,"shreeram lagoo, anant nag, indrani mukherjee, padmini kolhapure","horror, drama",7.1,6.0,"shreeram lagoo, anant nag, indrani mukherjee, padmini kolhapure horror, drama"
yamla pagla deewana,"nafisa ali, yugesh anil, madhuri bhattacharya, bhupindder bhoopii","comedy, drama",3.889,9.0,"nafisa ali, yugesh anil, madhuri bhattacharya, bhupindder bhoopii comedy, drama"
saajan ka ghar,"rishi kapoor, juhi chawla, deepak tijori, farheen",drama,5.5,1.0,"rishi kapoor, juhi chawla, deepak tijori, farheen drama"
love story 2050,"harman baweja, priyanka chopra jonas, boman irani, archana puran singh","science fiction, romance",2.879,29.0,"harman baweja, priyanka chopra jonas, boman irani, archana puran singh science fiction, romance"
commando 2,"vidyut jammwal, adah sharma, esha gupta, freddy daruwala","action, war",5.0,14.0,"vidyut jammwal, adah sharma, esha gupta, freddy daruwala action, war"
mehsampur,"lal chand, navjot randhawa, devrath joshi, jagjeet sandhu",drama,5.2,5.0,"lal chand, navjot randhawa, devrath joshi, jagjeet sandhu drama"
mere brother ki dulhan,"imran khan, katrina kaif, ali zafar, tara d'souza","drama, comedy, romance",5.992,66.0,"imran khan, katrina kaif, ali zafar, tara d'souza drama, comedy, romance"
12th fail,"perry chhabra, sam mohan, vikrant massey, priyanshu chatterjee",drama,8.139,108.0,"perry chhabra, sam mohan, vikrant massey, priyanshu chatterjee drama"
jaan-e-mann: let's fall in love... again,"salman khan, akshay kumar, preity g zinta, anupam kher",,,,"salman khan, akshay kumar, preity g zinta, anupam kher "
umrao jaan,"aishwarya rai bachchan, shabana azmi, suniel shetty, abhishek bachchan","romance, drama",8.304,22.0,"aishwarya rai bachchan, shabana azmi, suniel shetty, abhishek bachchan romance, drama"
dum maaro dum,"abhishek bachchan, deepika padukone, bipasha basu, rana daggubati","action, crime, thriller",5.793,29.0,"abhishek bachchan, deepika padukone, bipasha basu, rana daggubati action, crime, thriller"
farz,"jeetendra, babita kapoor, aruna irani, kanchana","action, thriller, crime",5.0,2.0,"jeetendra, babita kapoor, aruna irani, kanchana action, thriller, crime"
sui dhaaga: made in india,"anushka sharma, varun dhawan, siddharth bhardwaj, namit das","comedy, drama, family",7.0,77.0,"anushka sharma, varun dhawan, siddharth bhardwaj, namit das comedy, drama, family"
om - the battle within,"vicky arora, amit ghosh, armen greyg, abudhar al hassan","action, thriller",5.4,7.0,"vicky arora, amit ghosh, armen greyg, abudhar al hassan action, thriller"
iftikhar,"vicky arora, amit ghosh, armen greyg, abudhar al hassan",,,,"vicky arora, amit ghosh, armen greyg, abudhar al hassan "
sohni mahiwal,"sunny deol, poonam dhillon, pran sikand, tanuja samarth","romance, drama, action",5.267,15.0,"sunny deol, poonam dhillon, pran sikand, tanuja samarth romance, drama, action"
cash,"amol parashar, smriti kalra, gulshan grover, kavin dave",comedy,6.2,202.0,"amol parashar, smriti kalra, gulshan grover, kavin dave comedy"
drona,"jayshree arora, veer arya, abhishek bachchan, jaya bachchan",action,6.0,2.0,"jayshree arora, veer arya, abhishek bachchan, jaya bachchan action"
bewafaa,"anil kapoor, akshay kumar, kareena kapoor, sushmita sen",drama,4.531,16.0,"anil kapoor, akshay kumar, kareena kapoor, sushmita sen drama"
bazaar,"farooq shaikh, smita patil, naseeruddin shah, supriya pathak","action, crime",4.0,2.0,"farooq shaikh, smita patil, naseeruddin shah, supriya pathak action, crime"
why cheat india,"emraan hashmi, shreya dhanwanthary, snighdadeep chatterji, shubham somu srivastava","drama, crime",5.5,18.0,"emraan hashmi, shreya dhanwanthary, snighdadeep chatterji, shubham somu srivastava drama, crime"
ek phool do mali,"sanjay khan, balraj sahni, sadhana shivdasani, durga khote",,7.5,4.0,"sanjay khan, balraj sahni, sadhana shivdasani, durga khote "
salaam namaste,"saif ali khan, preity g zinta, arshad warsi, jaaved jaaferi","comedy, romance, drama",6.077,84.0,"saif ali khan, preity g zinta, arshad warsi, jaaved jaaferi comedy, romance, drama"
b.a. pass 3,"sunny sachdeva, armaan sandhu, ankita sahu, ankita chouhan",,5.0,4.0,"sunny sachdeva, armaan sandhu, ankita sahu, ankita chouhan "
kasoor,"divya dutta, lisa ray, apurva agnihotri, aftab shivdasani","drama, mystery, thriller",5.273,11.0,"divya dutta, lisa ray, apurva agnihotri, aftab shivdasani drama, mystery, thriller"
players,"vinod khanna, abhishek bachchan, bobby deol, bipasha basu","romance, comedy",6.068,236.0,"vinod khanna, abhishek bachchan, bobby deol, bipasha basu romance, comedy"
purana mandir,"mohnish behl, arti gupta, puneet issar, sadashiv amrapurkar",horror,5.6,10.0,"mohnish behl, arti gupta, puneet issar, sadashiv amrapurkar horror"
dushman,"kajol, sanjay dutt, ashutosh rana, jas arora",,10.0,1.0,"kajol, sanjay dutt, ashutosh rana, jas arora "
phillauri,"anushka sharma, diljit dosanjh, suraj sharma, mehreen pirzada","fantasy, comedy, romance, drama",6.306,31.0,"anushka sharma, diljit dosanjh, suraj sharma, mehreen pirzada fantasy, comedy, romance, drama"
aurangzeb,"arjun kapoor, zara khan, prithviraj sukumaran, rishi kapoor","thriller, action, drama",6.3,21.0,"arjun kapoor, zara khan, prithviraj sukumaran, rishi kapoor thriller, action, drama"
right yaaa wrong,"sunny deol, irrfan khan, isha koppikar, konkona sen sharma","thriller, crime, drama",4.5,4.0,"sunny deol, irrfan khan, isha koppikar, konkona sen sharma thriller, crime, drama"
bhagwaan dada,"rajinikanth, rakesh roshan, sridevi, danny denzongpa",action,1.0,1.0,"rajinikanth, rakesh roshan, sridevi, danny denzongpa action"
raktneeti,"rajeev rana, satish bhat, vishwash chauhan, upasna haldar",,,,"rajeev rana, satish bhat, vishwash chauhan, upasna haldar "
vishwaroopam 2,"kamal haasan, rahul bose, shekhar kapur, pooja kumar","action, thriller",5.519,25.0,"kamal haasan, rahul bose, shekhar kapur, pooja kumar action, thriller"
love in a taxi,"raknil avro, tanima bhattacharya, erixnil, karan maan","drama, romance",6.0,1.0,"raknil avro, tanima bhattacharya, erixnil, karan maan drama, romance"
action jackson,"prabhas, ajay devgn, yami gautam, shahid kapoor","action, comedy",5.513,227.0,"prabhas, ajay devgn, yami gautam, shahid kapoor action, comedy"
atithi tum kab jaoge?,"ajay devgn, konkona sen sharma, paresh rawal, satish kaushik",comedy,6.167,45.0,"ajay devgn, konkona sen sharma, paresh rawal, satish kaushik comedy"
purab aur pachhim,"ashok kumar, saira banu, manoj kumar, pran sikand",drama,4.6,7.0,"ashok kumar, saira banu, manoj kumar, pran sikand drama"
sparsh,"shabana azmi, naseeruddin shah, sudha chopra, mohan gokhale",,0.0,0.0,"shabana azmi, naseeruddin shah, sudha chopra, mohan gokhale "
kya kehna,"preity g zinta, saif ali khan, chandrachur singh, anupam kher","drama, romance",5.667,19.0,"preity g zinta, saif ali khan, chandrachur singh, anupam kher drama, romance"
navra mazha navsacha,"sachin pilgaonkar, supriya pilgaonkar, ashok saraf, anand abhyankar",,0.0,0.0,"sachin pilgaonkar, supriya pilgaonkar, ashok saraf, anand abhyankar "
welcome to new york,"sonakshi sinha, diljit dosanjh, karan johar, lara dutta",drama,5.2,122.0,"sonakshi sinha, diljit dosanjh, karan johar, lara dutta drama"
chann pardesee,"raj babbar, rama vij, kulbhushan kharbanda, amrish puri",,9.5,2.0,"raj babbar, rama vij, kulbhushan kharbanda, amrish puri "
suhaag,"shashi kapoor, amitabh bachchan, rekha, parveen babi",,5.3,10.0,"shashi kapoor, amitabh bachchan, rekha, parveen babi "
annamalai,"rajinikanth, sarath babu, kushboo, radha ravi","drama, romance",7.4,26.0,"rajinikanth, sarath babu, kushboo, radha ravi drama, romance"
saaransh,"anupam kher, rohini hattangadi, soni razdan, madan jain",drama,6.75,12.0,"anupam kher, rohini hattangadi, soni razdan, madan jain drama"
all india rank,"shashi bhushan, sheeba chaddha, bodhisattva sharma, geeta agrawal sharma","drama, comedy",6.0,4.0,"shashi bhushan, sheeba chaddha, bodhisattva sharma, geeta agrawal sharma drama, comedy"
silsila,"amitabh bachchan, rekha, jaya bachchan, shashi kapoor","drama, romance",6.25,12.0,"amitabh bachchan, rekha, jaya bachchan, shashi kapoor drama, romance"
great grand masti,"urvashi rautela, riteish deshmukh, vivek oberoi, aftab shivdasani","comedy, fantasy, horror",4.0,38.0,"urvashi rautela, riteish deshmukh, vivek oberoi, aftab shivdasani comedy, fantasy, horror"
100 days,"jackie shroff, madhuri dixit, jaaved jaaferi, laxmikant berde","romance, thriller",5.5,8.0,"jackie shroff, madhuri dixit, jaaved jaaferi, laxmikant berde romance, thriller"
sheela i love you,"jackie shroff, madhuri dixit, jaaved jaaferi, laxmikant berde",,,,"jackie shroff, madhuri dixit, jaaved jaaferi, laxmikant berde "
mr. & mrs. mahi,"rajkummar rao, janhvi kapoor, abhishek banerjee, kumud mishra","drama, romance",6.5,2.0,"rajkummar rao, janhvi kapoor, abhishek banerjee, kumud mishra drama, romance"
road to sangam,"paresh rawal, om puri, pawan malhotra, jawed sheikh",drama,7.0,3.0,"paresh rawal, om puri, pawan malhotra, jawed sheikh drama"
suraj,"vyjayanthimala, rajendra kumar tuli, ajit khan, gajanan jagirdar","action, drama",10.0,1.0,"vyjayanthimala, rajendra kumar tuli, ajit khan, gajanan jagirdar action, drama"
honeymoon travels pvt. ltd.,"abhay deol, minissha lamba, boman irani, shabana azmi","comedy, drama, romance",5.261,23.0,"abhay deol, minissha lamba, boman irani, shabana azmi comedy, drama, romance"
jung,"sanjay dutt, jackie shroff, aditya pancholi, raveena tandon","drama, action, crime",7.0,2.0,"sanjay dutt, jackie shroff, aditya pancholi, raveena tandon drama, action, crime"
raavan,"abhishek bachchan, aishwarya rai bachchan, govinda, vikram","drama, family",0.0,0.0,"abhishek bachchan, aishwarya rai bachchan, govinda, vikram drama, family"
city lights,"rajkummar rao, patralekhaa paul, manav kaul, khushboo upadhyay","comedy, romance, drama",8.287,2090.0,"rajkummar rao, patralekhaa paul, manav kaul, khushboo upadhyay comedy, romance, drama"
kaala patthar,"amitabh bachchan, shashi kapoor, shatrughan sinha, rakhee gulzar","drama, action, thriller",7.222,9.0,"amitabh bachchan, shashi kapoor, shatrughan sinha, rakhee gulzar drama, action, thriller"
